contentid,contenttypeid,title,cat1,cat2,addr1,overview,firstimage
1626791,12,영동 성장환 고택,A02,역사관광지,충청북도 영동군 학산면 미촌길 67-11,"영동 성장환 고택은 안채, 사랑채, 광채, 문간채, 일각대문, 사당으로 구성되어 있으며, 안채를 포함하여 모두 20세기 초 이후에 지어진 건물이다. 광채만 18세기 정도로 추정할 수 있는 아주 특이한 건물이다. 광채는 목조 초가지붕집으로 오른쪽의 한 칸만을 외부로 개방하여 헛간으로 쓰고 있을 뿐, 나머지 3칸은 판자벽을 두르고 마루를 깔아서 광으로 쓰고 있다. 이와 같은 건축수법과 구성은 대단히 오래된 기법이다. 안채는 광채의 왼쪽에 남북으로 위치하며, 뒤편 동산의 숲과 잘 이루어져 운치가 있다. 왼쪽부터 건넌방, 대청, 안방, 부엌이 배열되었다. 사당은 부엌 오른쪽에 자리했다. 사랑채는 안채의 맞은편에 위치했는데 사랑방 2칸, 부엌, 부엌방으로 되어있다. 사랑방의 뒷벽은 처마 밑으로 내밀어져 벽장으로 사용된다.

※ 위 국가유산은 일반적으로 관람이 가능하나, 소유주 등의 개인적 사정으로 관람이 제한될 수도 있음",http://tong.visitkorea.or.kr/cms/resource/70/3335870_image2_1.JPG
798675,12,영동 세천재,A02,역사관광지,충청북도 영동군 매곡면 내오곡길 94-97,"이 건물은 충주박 씨 종중에서 후손들의 강학을 위하여 조선 중종 15년(1520)에 건립한 것으로 흥학당기에 의하면 조선 숙종 때 중수한 뒤 영조, 고종 때에도 중수가 있었던 것으로 전해오고 있다. 정면 4칸 측면 2칸의 홑처마 팔작지붕의 오량집으로 활석으로 쌓은 기단 위에 남향하여 있다. 덤벙 주초석을 놓고 위에 두리기둥을 세우고 기둥 위의 공포를 초포를 초익공 양식으로 짜고 안쪽으로는 보아 지를 둘 출시 켜 대들보의 안쪽을 받쳤는데 특히 대청의 중간 기둥 위에 용두를 결구하였다. 중앙 2칸은 우물마루로 깔아 넓은 대청으로 이용하고 양끝 방은 온돌방으로 만들었다. 가구는 전후 평주위에 대들보를 건 형식이며 동자주 위에도 주두가 짜여 있다.",http://tong.visitkorea.or.kr/cms/resource/89/2517789_image2_1.jpg
1626773,12,영동 소석고택,A02,역사관광지,충청북도 영동군 심천면 초강로6길 26,"영동 소석고택은 고종 22년(1885)에 지은 집이다. 넓은 들 위에 자리 잡은 집으로 안채와 사랑채, 행랑채, 광채 등이 있었으나, 행랑채와 광채는 1920년대에 철거되었다. 지금은 안채와 사랑채만이 멀찌감치 떨어져 남아있고 넓은 들 위에 자리 잡아 편안하고 안정된 모습을 지닌다.
건물은 남쪽을 향하고 있다. 집의 앞쪽 약간 경사진 터전에 ‘ㄷ’ 자형의 사랑채가 위치하는데 뒤편이 높고 앞쪽이 낮은 상태다. 사랑채는 중앙의 사랑방과 사랑대청을 중심으로 왼쪽 꺾인 부분은 뒷방, 사랑부엌, 앞방이 위치하고, 오른쪽으로는 골방, 건넌방, 누마루가 위치한다. 누마루는 사방을 개방했는데 서쪽으로만 간단하게 난간을 시설하였다. 안채는 남부(경기도 이남의 땅) 형식의 평면 구성을 이루어서, 부엌, 안방, 웃방, 2칸 대청, 건넌방의 차례로 배열되었다. 안방의 앞에는 툇마루를 설치하여 대청과 연결되도록 하였다. 부엌의 앞마당에는 장독대가 있다.
현재 국가민속문화유산으로 등록되어 있으며, 지정 당시 명칭은 ‘영동송재문가옥’이었으나, 2007년 1월 29일에 ‘영동 소석고택’으로 지정 명칭을 변경하였다.
※ 위 국가유산은 일반적으로 관람이 가능하나, 소유주 등의 개인적 사정으로 관람이 제한될 수도 있음",http://tong.visitkorea.or.kr/cms/resource/31/3335831_image2_1.JPG
252591,12,영동 영모재,A02,역사관광지,충청북도 영동군 상촌면 관기길 16-3,"영동 영모재는 고성 남 씨의 재실 건물이다. 재실이란 무덤이나 사당 옆에 제사를 지내기 위해 지은 집으로, 순조 28년(1828)에 남주한이 선대의 묘소 아래 처음 지은 후 1885년에 고쳐지었으며, 1929년에 중수하였다. 건물의 구조는 정면 4칸, 측면 2칸의 규모로 지붕은 옆면이 여덟 팔(八) 자 모양인 겹처마 팔작지붕집이다. 중앙의 2칸은 넓은 대청으로 하고, 양끝에 온돌방을 만들었으며, 돌담과 높이 솟은 대문, 현판, 중수기, 상량문 등이 원형대로 보존되어 있다. 특히 이곳은 온돌방에 불을 지피면 연기가 내부로 빨려 들어가게 하여 열효율을 극대화하도록 굴뚝을 설치하지 않은 특이한 건물이다. 영모재는 전통온돌의 구조를 연구하는데 귀중한 자료가 된다.",http://tong.visitkorea.or.kr/cms/resource/00/3335700_image2_1.JPG
2633949,12,영동 와인터널,A02,산업관광지,충청북도 영동군 영동읍 영동힐링로 30,"영동군 레인보우 힐링관광지에 조성된 영동 와인터널은 길이 420m 터널로써 와인의 역사를 살펴보며 휴식할 수 있는 시설과 영동의 농가 와인들을 전시 판매하는 공간을 비롯해 와인 시음장, 체험장, 레스토랑과 문화공연장 등의 시설들이 완비된 곳으로 영동의 새로운 랜드마크로 주목받고 있다. 게이트 조형물은 포도 와인터널에 오는 방문객을 환영하는 예쁜 상징물이며 터널 안으로 들어서면 포도밭 여행, 와인 문화관, 영동 와인관, 세계 와인관, 영화 속 와인, 거울의 방, 와인 체험관, 환상 터널, 이벤트홀, 포토존등 10개의 테마존으로 구성되어 있다. 세계적으로 유명한 포도 생산국 10개국의 테마 컬러로 빛을 비추고 포도 재배 및 품종 등 다양한 정보를 제공하며, 고대로부터 인류 문명과 함께해 온 포도 와인의 역사와 세계인에 사랑받는 와인의 전파 경로와 대한민국 포도 와인의 메카인 영동을 소개하고 있다. 사진을 찍을 수 있는 포토존과 보고, 듣고, 배우고, 맛보고 느껴보는 오감 만족의 체험 공간들도 있다. 환상터널을 와인터널을 퇴장하는 통로로 활용하며 관람객에게 다시 찾고 싶은 여운을 남게 해 준다. 이외에도 일제 강점기 탄약저장고 용도로 우리 국민이 강제 동원되어 수작업으로 판 토굴 입구가 와인터널 공사 중 발견되어 보존되고 있는 토굴과 수천병의 와인과 거대한 오크통이 있는 와인저장과도 볼 수 있다.",http://tong.visitkorea.or.kr/cms/resource/39/2703139_image2_1.jpg
252590,12,영동 추풍령 전적 및 장지현 순절비,A02,건축/조형물,충청북도 영동군 추풍령면 사부리,"임진왜란(1592) 때 의병장이었던 삼괴 장지현(1536∼1593) 장군의 뜻을 기리기 위하여 세운 순절비 및 전적지이다. 장지현은 선조 23년(1590) 신립 장군의 부장이 되고, 이듬해 사헌부 감찰이 되었으나 곧 사직하고 고향으로 돌아왔다. 임진왜란이 일어나자 의병 2,000명을 모아 관군과 합세하여 추풍령에서 1만여 명의 왜적과 싸워 김천 방면으로 물리쳤다. 그러나 곧 금산 방면에서 공격해 온 왜군의 협공을 받아 사촌동생 호현과 함께 전사하였다. 장군의 높은 뜻과 애국충정을 기리기 위하여 이곳에 1978년 사당을 건립했다.",http://tong.visitkorea.or.kr/cms/resource/46/3355246_image2_1.JPG
798870,12,영동 한천정사,A02,역사관광지,충청북도 영동군 황간면 원촌동1길 48,"우암 송시열(1607∼1689) 이 학문을 연구하며 지내던 집이다. 원래는 그를 배향하는 한천서원이 있었는데 1868년 서원철폐령으로 철거된 후 후학들이 유림회(儒林會)를 결성, 한천정사를 건립하였다. 누각이 위치한 원촌리 일대는 경관이 아름답기로 유명한데, 이곳에 한천정사가 있어 한천팔경(寒泉八景)이라고 이름 붙였다 한다. 앞면 3칸·옆면 2칸 규모로, 지붕은 옆면에서 볼 때 여덟 팔(八) 자 모양인 팔작지붕이다. 중앙에 대청마루가 있고 양쪽 끝에 온돌방을 두었다. 주변에 담장을 두르고 앞면에 문을 두었는데 앞면 양측에 은행나무가 있다.",http://tong.visitkorea.or.kr/cms/resource/37/3339837_image2_1.JPG
798759,12,영동 화수루,A02,역사관광지,충청북도 영동군 상촌면 하도대3안길 33-18,"원래는 조선 중기인 명종 1년(1546)에 옥계서당으로 세워졌던 건물이다. 이것을 순조 4년(1804)에 고성 남 씨의 수일파 문중에서 후손들에게 학문을 전수할 목적으로 지금의 위치에 옮겨 짓고 그 이름도 화수루로 바뀌었다. 앞면 2칸·옆면 2칸의 규모로 지붕은 옆면이 여덟 팔(八) 자 모양인 팔작지붕이다. 앞면 2칸은 우물마루를 깔아 누마루를 만들고 뒷면 2칸은 온돌방을 만들었다. 영동 화수루는 앞면과 옆면의 칸수를 같게 하고 4면에는 난간을 돌리고, 누마루를 만들어 놓은 것 등 여러 가지 면에서 조선시대 사대부들이 즐겨 이용하던 누각과 정자건축의 특징을 가지고 있다.",http://tong.visitkorea.or.kr/cms/resource/89/3355189_image2_1.JPG
798925,12,영동 흥학당,A02,역사관광지,충청북도 영동군 매곡면 내동1길 44,"영동 흥학당은 충주 박씨 종중에서 후손들에게 학문을 가르치기 위해 지은 서당으로 많은 인재를 배출하였다. 선영 아래에 지었기 때문에 자손들의 작업장으로, 묘소에 향사할 때 재실의 역할로도 사용되었다. 1520년(조선 중종 15)에 박씨 가문의 목사공 등 3형제가 당시 황간현감 박영(1471∼1540) 선생에게 배울 때 선생의 지시에 의해 처음 지었다. 「흥당학기」에 의하면 1709년(숙종 35)과 1735년(영조 11), 1869년(고종 6)에 각각 중수하였다.
영동 흥학당은 앞면 4칸, 옆면 2칸의 규모를 가진 남향건물이다. 지붕은 옆면이 여덟 팔(八)자 모양과 비슷한 팔작지붕이며, 중앙 2칸은 우물마루로 깔아 넓은 대청으로 이용하였다. 양 끝방은 온돌방으로 만들었다.",http://tong.visitkorea.or.kr/cms/resource/95/2517795_image2_1.jpg
3424446,12,영동군 숲에너지육감 활성화센터,A02,체험관광지,충청북도 영동군 영동읍 영동힐링로 110,"숲에너지육감활성화센터는 충청북도 영동군 레인보우 힐링관광지에 위치한 문화시설로, 미디어아트와 자연을 결합하여 영동의 사계절 아름다움을 체험하고 다양한 볼거리와 체험 공간을 제공하는 곳이다.",http://tong.visitkorea.or.kr/cms/resource/35/3431535_image2_1.jpg
1626784,12,영동규당고택,A02,역사관광지,충청북도 영동군 영동읍 금동로4길 9-9,"영동규당고택은 19세기 후기에 건축된 집으로 상당히 넓은 터전을 차지한다. ‘ㄱ’ 자형 안채와 광채가 널찍이 둘러앉아 전체적으로는 튼 ‘ㅁ’ 자 모양을 이루고 집 뒤쪽 길가에 서서 바라보면 맞담을 쌓은 길이가 길다. 안살림은 잘 보존된 편이나 바깥살림에 해당하는 외부공간은 많이 변형되어서 전체적인 원형은 알 수 없다. 건축 연대는 기와의 기록에, 을유삼월(乙酉三月:1885년)과 병술삼월(丙戌三月:1886년) 두 종류가 있어, 19세기말 건물로 추측된다. ‘ㄱ’ 자형의 안채는 남부방식에 따라, 부엌, 안방, 대청, 건넌방 순서와, 책방(작은사랑), 사랑대청, 사랑방 순서로 배치되었으며, 사랑채를 따로 두지 않았다. 지붕의 용마루 끝을 특히 눈에 띄게 추켜올리는 것은 남부 민가에서 흔히 볼 수 있는 수법이다. 특히 건넌방 동쪽에 있는 뒷간은 정식으로 지어진 단칸 초가 네모 지붕으로 모양이 매우 아름다운 건물이다.",http://tong.visitkorea.or.kr/cms/resource/67/3355167_image2_1.JPG
2609175,12,영동블루와인농원,A02,산업관광지,충청북도 영동군 양산면 호탄길 53-23,"영동블루와인농원은 서울에서 귀농하여 와인과 함께 꿈을 만들어 가는 곳으로 아버지와 아들이 운영하는 곳이다. 무농약 친환경 블루베리를 직접 재배하며 캠벨얼리(포도), 사과 등 다양한 과실로 유니크한 와인을 생산하여 특별한 와인 시음과 체험, 숙박이 가능한 와이너리(포도주 양조장)이다.
와인 족욕, 시음, 와인 토크 등 와인 관련 체험 프로그램을 운영하고 있으며, 와이너리와 함께 펜션을 운영하는 것이 이곳의 장점이다. 시골 외할머니 집에 놀러 온 듯한 편한 느낌과 함께 안락하고 편한 휴식의 공간이다. 원룸형의 화이트와인객실과 투룸형의 레드와인객실, 복층구조의 초코베리, 블루베리객실 등 객실에서 편안한 휴식을 취할 수 있고, 부대시설로 수영장, 바비큐장 등도 즐길 수 있다.
충북 영동은 포도 농사를 위한 환경 조건이 잘 갖추어져 있어, 와이너리를 쉽게 찾아볼 수 있다. 영동 와인터널을 비롯해 40여 농가 와이너리를 체험하는 농가체험형 와이너리 투어를 선보이고 있으니, 주변 와이너리를 함께 방문하면 특별한 여행의 경험이 될 수 있다.",http://tong.visitkorea.or.kr/cms/resource/81/3335881_image2_1.JPG
252595,12,영동향교,A02,역사관광지,충청북도 영동군 영동읍 부용리 372 영동향교,"조선 선조(1567∼1608) 때 훌륭한 유학자의 위패를 모시고 제사하며 지방민의 유학교육과 교화를 위하여 영동지방에 세운 교육기관이다. 임진왜란 때 소실되었다가 현종 1년(1660)에 옛 읍성 안에 이건, 복원하였다. 숙종 2년(1676)에 구교동으로 옮겼다가 영조 30년(1754)에 다시 지금의 위치로 옮겨지었다. 건물의 배치는 전학후묘로 앞에는 유교 교육을 위한 강당인 6칸의 명륜당과 학생들의 거처인 동재와 서재가 있다. 중간에는 내삼문을 두었고, 그 뒤 편에 문묘인 대성전과 동무·서무가 있다. 대성전에는 공자를 비롯하여 중국과 우리나라 유학자의 위패가 봉안되어 있다. 조선시대에는 국가로부터 토지와 전적·노비 등을 지급받아 교관 1명이 정원 30명의 교생을 가르쳤으나, 갑오개혁 이후 신학제 실시에 따라 교육적 기능은 없어지고 봄·가을에 석전을 봉행하며 초하루·보름에 제향을 받들고 있다. 소장전적은 판본이 몇 권 있을 뿐이며 향교의 운영은 전교 1명과 장의 수명이 담당하고 있다. 영동향교는 1980년에 충청북도 유형문화재로 지정되었다.",http://tong.visitkorea.or.kr/cms/resource/63/3339863_image2_1.JPG
125920,12,영수사(진천),A02,역사관광지,충청북도 진천군 초평면 영구리길 60-125,"충청북도 진천군 초평면 영구리에 있는 대한불교조계종 소속 사찰이다. 영수사 경내에는 조선 후기에 지은 정면 3칸, 측면 2칸 규모의 겹처마 맞배지붕의 관음보전과 관음보전에 봉안된 목조관음보살좌상(木造觀音菩薩坐像), 그리고 충청북도 유형문화재 제44호인 「영수사 괘불(靈水寺掛佛)」과 조선 말기에 그려진 「후불탱화」와 「칠성탱화」 등이 남아 있다. 이 밖에 근래에 신축한 정면 3칸, 측면 3칸 규모의 대웅전, 그리고 대웅전 앞마당 좌우측에 콘크리트조의 승방 건물과 삼성각이 있다. 영수사는 두타산 서쪽 기슭에 자리한다.",http://tong.visitkorea.or.kr/cms/resource/79/3355379_image2_1.JPG
337538,12,영천사 (충북),A02,역사관광지,충청북도 영동군 황간면 신흥2길 12-127,"영천사는 충청북도 영동군 황간면에 있는 조계종 소속의 사찰이다. 사군봉 자락에 있으며 신흥리 마을 북쪽에 위치한 산간의 도로를 따라 오르면 영천사가 있다. 영천사의 역사는 그리 오래되지 않았으며 사찰의 규모 역시 그리 크지 않은 사찰이다. 사찰의 창건은 1912년에 시작되었으며, 절경에 위치하고는 있으나 사찰이 입지가 좁은 관계로 거대한 불사 역시 어려웠다. 이후 여러 스님께서 주석하면서 사찰의 역사를 이어왔으며 대웅전을 크게 중건했고 산신각 1동, 요사채 2동이 있다. 사군봉은 오래전부터 영동지역을 대표하는 산으로 489.8m의 높이로 한천팔경이라는 비경의 하나로 이름난 산인데, 영천사에 올라 앞을 바라다보면 가까운 산에서부터 먼 산줄기까지 모두 발아래에 위치하게 되며, 각 산이 굽이굽이 물결치며 달려가는 모습이 하나의 장관을 이룬다. 영천사에서 바라보는 절경은 가히 보물이라 할 만하다.",http://tong.visitkorea.or.kr/cms/resource/63/3339763_image2_1.JPG
337543,12,영축선원 (충북),A02,역사관광지,충청북도 영동군 매곡면 해평길 240-29,"영축선원은 충청북도 영동군 매곡면 황악산 기슭에 자리한 사찰이다. 영축선원은 최근에 만들어진 사찰이다. 어느 무명의 비구스님에 의해 토굴로 시작되었다. 이 터에는 원래 건천사라는 사찰이 있었다고 전하며, 현재도 석불을 비롯해 거대한 초석 등 그 당시의 모습을 짐작할 만한 석조 유물들이 많이 전하고 있다. 황계지(黃溪誌)에 따르면 건천사는 신라 선덕왕 때 직지사와 더불어 창건되었으며, 단편적인 기록으로 조선 초기에 건천사, 쌍림사, 대평사 모두 황악산에 있다는 기록이 남아 있고, 조선 후기 신경준이 기록한 <가람고>에서는 건천사는 황악산에 있고 황간 남쪽 삼십리에 위치한다고 기록되어 있다. 아름다운 자연 속에 자리하고 있으며 스님들의 손길이 닿은 사찰 내에는 아기자기한 면모가 가득하다.",http://tong.visitkorea.or.kr/cms/resource/17/3335717_image2_1.JPG
1954374,12,영춘향교,A02,역사관광지,충청북도 단양군 영춘면 영부로 2884-3,"향교는 훌륭한 유학자의 제사를 지내고 지역민을 교육하기 위하여 설립한 고려·조선시대의 국립 지방 교육기관이다. 조선 정종 1년(1399)에 세워진 영춘향교는 임진왜란 때 소실되었다가 광해군 6년(1614) 남천리로 옮겨지었으나 화재로 소실되어 정조 15년(1791) 현재의 위치로 옮겼다. 그 뒤로도 여러 차례의 수리를 거쳐 오늘에 이르고 있다. 현존하는 건물로는 대성전·명륜당·동재·서재·내삼문·외삼문 등이 있다. 대성전은 공자를 비롯하여 여러 성현의 위패를 모시고 제사 지내는 곳이며, 명륜당은 학생들이 공부하던 강당이다. 이곳의 건물 배치는 명륜당과 대성전이 위·아래로 배치된 다른 곳과는 달리 명륜당이 대성전의 오른쪽 앞에 있는 특이한 형태를 보여준다. 조선시대에는 국가로부터 토지와 전적·노비 등을 지급받아 교관 1명이 정원 30명의 교생을 가르쳤으나, 갑오경장 이후 신학제 실시에 따라 교육적 기능은 없어지고 봄·가을에 석전을 봉행하며, 초하루·보름에 분향하고 있다.",http://tong.visitkorea.or.kr/cms/resource/68/3390368_image2_1.JPG
3070955,12,옛청주역사공원,A02,휴양관광지,충청북도 청주시 상당구 중앙로 36 (북문로2가),"청주시가 옛 청주역을 복원해 역사공원으로 조성한 곳이다. 옛 청주역 대합실과 개찰구를 고스란히 재현해 놨으며 청주역의 옛이야기를 담은 전시관이 있다.
역사를 통과하면 철길과 승강장이 나온다. 승강장에는 역무원과 승객 동상이 있고 옛날 철길 건널목 풍경을 재현했다.
전시실에는 다양한 포토존과 과거에 사용하던 에드몬슨식 기차표, 개표 가위, 검표 가위, 발행 날짜를 날인하던 도장 등이 있고 그 당시 운행하던 기차 모형도 볼 수 있다. 예전 도심을 관통했던 충북선과 청주역을 그리며 추억여행을 할 수 있는 좋은 장소이다.
옛청주역사공원 앞에는 넓은 대리석 광장이 있는데 레트로한 감성의 옛 역사를 배경으로 롱보드를 즐기는 보더들이 많다.",http://tong.visitkorea.or.kr/cms/resource/31/3070931_image2_1.jpg
2769810,12,오창 미래지 한옥마을,A02,역사관광지,충청북도 청주시 청원구 오창읍 미래지로 71-53,"오창 미래지 한옥마을은 충북 청주시 청원구 오창읍에 자리 잡고 있다. 미래지 농촌 테마공원과 인접한 덕분에 함께 둘러보기 좋다. 한옥마을에는 주민들이 거주하는 한옥 주택과 게스트하우스용 한옥이 함께 터를 잡고 있다. 청주 도심에서 고풍스러운 한옥을 감상할 수 있어 많은 사람이 찾는다. 뒤쪽으로 보이는 산과 하늘, 한옥과 청사초롱까지 한국의 멋을 제대로 느낄 수 있다. 인근에는 미래지농촌테마공원을 함께 둘러볼 수 있다.",http://tong.visitkorea.or.kr/cms/resource/68/3399268_image2_1.jpg
2610559,12,옥순대교,A02,건축/조형물,충청북도 제천시 수산면 옥순봉로 399,"옥순 대교는 충청북도 제천시 수산면 상천리와 괴곡리를 연결하는 다리로 옥순봉 (286m)의 이름을 따서 옥순 대교라 이름 붙였다. 현재 옥순 대교가 있는 자리는 충주댐이 건립되기 전 나룻배를 이용해 강을 건너던 조용한 나루터(괴곡나루)였다. 충주댐 건설 후 나루터가 없어짐에 따라 제천시 수산면 상천리 주민들은 수산면으로 가기 위해 10여 Km를 돌아 이웃면인 청풍면을 거쳐야 했다. 또한 호수를 건너는 유일한 교량이 청풍대교뿐이었던 시절, 청풍대교의 통과 불능 시 제천에서 청풍면, 수산면, 덕산면, 한수면 및 이웃 충주로 가기 위해서는 단양군으로 돌아가야 하는 많은 불편을 해결하고자 옥순대교가 설치되었다.
1일 평균 1,000여 대의 차량이 통과하는 옥순대교는 트러스교로 건설되어 있는데, 주위의 기암절벽과 청풍호가 옥순대교와 어우러져 절경을 연출하고 있다. 옥순대교 위에서 바라보는 청풍호의 낙조 또한 아름답기로 소문나 많은 관광객이 청풍호반 도로와 함께 자주 찾고 있다. 덕주산성과 함께 은하수 사진 장소로도 알려져서 근처에서 밤을 새우는 사람들이 많은 곳이며 한국의 아름다운 길 100선에도 선정된 바 있다.",http://tong.visitkorea.or.kr/cms/resource/43/3077243_image2_1.JPG
2790499,12,옥순봉생태공원,A02,체험관광지,충청북도 제천시 수산면 수산리 25-1,제천 수산면 일대는 슬로시티로 지정될 만큼 아름다운 자연과 생활문화가 잘 보존된 지역이다. 희고 푸른 여러 개의 봉우리가 마치 대나무 싹과 같다고 하여 이름 붙은 옥순봉도 이곳 수산면에 속한다. 옥순봉에서 자동차로 5분여 거리에 조성된 생태공원은 푸른 자연과 다양한 체험이 어우러진 공간이다. 예부터 신선이 되는 나무로 귀하게 대접받았던 측백나무는 피톤치드를 많이 배출하기로 손에 꼽힌다. 공원에서 이어지는 산책로를 따라 측백나무 숲을 거닐며 산림욕을 즐겨봐도 좋겠다.,http://tong.visitkorea.or.kr/cms/resource/03/2792203_image2_1.jpg
1944693,12,옥천 경율당,A02,역사관광지,충청북도 옥천군 안남면 종미3길 120,"옥천 경율당은 조선 영조 11년(1735) 문인 전후회가 후학을 가르치기 위해 마을 입구에 세운 서당이다. 경율은 전후회의 호다. 평소 율곡 이이를 존경하여 호를 경율이라 하고, 서당 이름을 경율당이라 했다. 후손들의 학문 연구와 인격 수양의 장소로 사용되었으며 훌륭한 인재가 많이 배출된 곳이다.
구조는 앞면 4칸, 옆면 2칸으로, 지붕 옆면이 여덟 팔(八) 자 모양인 팔작지붕으로 되어있고 4면 모두 마루가 있어 전형적인 서당의 구조형식을 보여주고 있다. 사방으로 툇간을 달았고, 뒷면 창고방에는 서책을 보관하던 누락이 설치되어 있다. 지붕마루 끝에 얹은 장식 기와의 글귀를 통해 1735년에 건립된 것을 알 수 있다. 예전엔 서당이었지만 지금은 용궁 전씨 종중의 회합장소로 이용되고 있다. 뒤뜰의 소나무와 언덕을 아우르는 담장이 한옥의 아름다움을 보여주고 있다.",http://tong.visitkorea.or.kr/cms/resource/75/3064275_image2_1.JPG
125955,12,옥천 석탄리 고인돌,A02,역사관광지,충청북도 옥천군 동이면 안터1길 36,"지석묘(고인돌)는 청동기시대의 무덤양식 중 하나로, 주검을 땅 위에 두는 탁자식(북방식)과 땅 아래에 두는 바둑판식(남방식), 그리고 주검을 지하에 묻고 그 위에 덮개돌만을 덮는 개석식의 세 종류가 있다. 옥천지석묘는 탁자식 고인돌로, 4면에 널돌을 세우고 그 위로 길고 평평한 덮개돌을 얹은 모습이었는데, 현재는 앞뒷면 널돌은 사라지고 양쪽면에만 널돌이 남아있다. 이곳에서 발견된 유물은 갈돌대, 돌쩌귀, 돌칼, 돌화살촉, 그물추, 구멍쪼으개, 여성을 나타낸 얼굴조각, 토기 등이다. 주로 식생활에 관련된 유물이 많아 묻힌 사람은 여자였을 것으로 판단된다.",http://tong.visitkorea.or.kr/cms/resource/01/3339901_image2_1.JPG
1673567,12,옥천 석탄리 선돌,A02,역사관광지,충청북도 옥천군 동이면 안터1길 36,"옥천 석탄리 선돌은 재앙을 막고 풍농·평안을 지켜주는 수호신의 구실을 하고 있는 선돌이다. 선돌은 자연석이나 손질한 자연석을 마을 입구에 세워 재앙을 막고, 마을의 평화와 농사가 풍년이 들기를 기원하는 마음으로 세운 것이다. 입석, 선바위, 수구 맥이, 탑, 미륵 등으로 불리기도 하며, 선돌 형태에 따라 남성과 여성으로 구분되기도 한다. 전체적인 형태는 길쭉한 자연석 돌을 세워놓은 모습으로 가운데 부분이 볼록하게 나와있다. 쪼이기 수법으로 지름 90cm 정도 되는 원을 만들어 놓았는데, 이는 임신한 여인을 상징하는 것으로 그 당시 사람들이 자식을 많이 낳기를 바라는 마음에서 새긴 것임을 알 수 있다. 또한, 선돌은 옥천 석탄리 고인돌과 함께 위치하고 있는데 모두 옥천 석탄리 유적의 안터에 위치해 있다.",http://tong.visitkorea.or.kr/cms/resource/54/3339954_image2_1.JPG
1944698,12,옥천 육영수 생가,A02,역사관광지,충청북도 옥천군 옥천읍 향수길 119,"옥천 구읍의 한옥 [교동집]은 육영수 여사의 생가이며 육 여사가 나고 자란 집이다. 삼정승이 살았다 하여 [삼정승집]이라 불리었던 이 집은 육 여사가 태어나기 전인 부친 육종관이 사들여 고쳐 지으면서 조선 후기 충청도 반가의 전형적 양식의 집으로 탈바꿈했다. 육영수 생가는 1974년 육 여사 서거 이후 관리가 소홀해지면서 생가는 폐가가 되어가고 박 전 대통령이 서거한 이후 방치되어 오다가 1999년 유족들이 건물을 완전히 철거하면서 생가는 기단, 초석과 함께 터만 남게 된다. 이후 옥천군에서 2000년 9월, 육영수 여사 생가 복원계획을 세우고, 민간이 주체가 되어 육 여사의 회고에 근거해 복원했다.
집의 후원과 과수원을 합치면 26,400㎡에 대지 10,000㎡ 규모의 집이니 규모 면에서도 보통의 집 수준을 넘어선다. 솟을대문을 들어서서 오른편으로 마방이 있고, 대문과 마주 보는 곳이 사랑채이다. 사랑채 왼쪽에 건너채가 있고, 사랑채를 돌아 중문을 열고 들어서면 안채가 집터 중앙을 차지하고 있는데, 이 안채에서 왼쪽으로 행랑, 오른편으로 연당사랑, 뒤로 돌아 별당, 후원에 사당과 정자가 있다. 정자 오른쪽에 또 뒤채가 자리 잡고 있으며 바깥겹집 사랑채만 하여도 누마루, 바깥 사랑방, 안 사랑방, 사랑채 안방, 대청, 광, 다락, 식객들이 거처하는 방, 사랑채 전용부엌 등 당시로서는 상류층의 규모 있는 살림집을 볼 수 있다.",http://tong.visitkorea.or.kr/cms/resource/30/2653930_image2_1.jpg
802472,12,옥천 장수마을,A02,체험관광지,충청북도 옥천군 청성면 장수로1길 79-1,"옥천 장수마을은 옥천 청산의 남쪽 보청천과 구지봉아래 청정무구한 고즈넉한 산골마을이다. 이곳에는 선사시대 유적인 고인돌과 선돌이 있고, 고려 때 청산별곡의 전설과 금릉김씨의 서당인 ‘구지서당’이 있다. 
계절 따라 복사꽃, 진달래꽃, 아카시아꽃 향기가 감돌고 감자, 복숭아가 무르익는 곳이다. 여름에 강가에서 피라미, 다슬기 등을 잡으며 물놀이를 하고, 밤에는 하늘의 별들을 보며 동화 같은 꿈을 간직할 수 있다. 가을이면 무공해 친환경 쌀과 고구마, 대추, 감 등을 오곡백과 향연이 펼쳐지고, 겨울이면 꽁꽁 언 논과 강 위에서 썰매를 타고 팽이치기도 하며 아이들에게는 소중한 농촌체험을, 어른들에는 추억을 만끽할 수 있다. 
장수마을에서 사과 피자 만들기, 농산물 수확체험 등 다양한 체험 프로그램이 운영되고 있다.",http://tong.visitkorea.or.kr/cms/resource/23/3334823_image2_1.JPG
